Address A,Port A,Address B,Port B,Packet B to A Frames,Packet B to A Bytes,Packet A to B Frames,Packet A to B Bytes,Total Packet,Total Bytes,Relative Start,Duration
10.25.22.252:58635,10.25.22.30,44818,1,60,1,58,2,118,257738.64787,0.0009,
10.25.22.252:58635,10.25.22.30,443,1,60,1,58,2,118,257738.642757,0.0009,
10.21.22.253:38808,10.21.22.22,20000,1,64,1,58,2,122,153808.294039,0.001,
10.21.22.253:38808,10.21.22.22,1089,1,64,1,58,2,122,153808.290676,0.001,
10.21.22.253:38808,10.21.22.23,1089,1,64,1,58,2,122,153808.290752,0.001,
10.21.22.253:38808,10.21.22.24,20000,1,64,1,58,2,122,153808.294251,0.001,
10.21.22.253:38808,10.21.22.24,1089,1,64,1,58,2,122,153808.290828,0.001,
10.21.22.253:38808,10.21.22.22,4000,1,64,1,58,2,122,153808.290174,0.001,
10.21.22.253:38808,10.21.22.22,1091,1,64,1,58,2,122,153808.291455,0.001,
10.21.22.253:38808,10.21.22.23,1091,1,64,1,58,2,122,153808.291559,0.001,
10.21.22.253:38808,10.21.22.23,20000,1,64,1,58,2,122,153808.294145,0.001,
10.21.22.253:38808,10.21.22.24,34962,1,64,1,58,2,122,153808.294796,0.001,
10.21.22.253:38808,10.21.22.23,34963,1,64,1,58,2,122,153808.286768,0.001,
10.21.22.253:38808,10.21.22.24,34963,1,64,1,58,2,122,153808.286887,0.001,
10.21.22.253:38808,10.21.22.22,443,1,64,1,58,2,122,153808.284825,0.001,
10.21.22.253:38808,10.21.22.22,102,1,64,1,58,2,122,153808.288168,0.001,
10.21.22.253:38808,10.21.22.24,443,1,64,1,58,2,122,153808.285456,0.0011,
10.21.22.253:38808,10.21.22.23,34962,1,64,1,58,2,122,153808.294712,0.0011,
10.25.22.252:58635,10.25.22.30,1091,1,60,1,58,2,118,257738.653656,0.0011,
10.25.22.252:58635,10.25.22.30,4000,1,60,1,58,2,118,257738.647251,0.0011,
10.21.22.24:44818,10.21.22.253,38808,1,58,1,64,2,122,153808.292655,0.0011,
10.21.22.253:38808,10.21.22.24,102,1,64,1,58,2,122,153808.287882,0.0011,
10.21.22.23:44818,10.21.22.253,38808,1,58,1,64,2,122,153808.292558,0.0011,
10.21.22.253:38808,10.21.22.22,80,1,64,1,58,2,122,153808.28344,0.0011,
10.21.22.253:38808,10.21.22.23,80,1,64,1,58,2,122,153808.283921,0.0011,
10.21.22.253:38808,10.21.22.24,502,1,64,2,112,3,176,153808.292105,0.0011,
10.21.22.253:38808,10.21.22.24,4848,1,64,1,58,2,122,153808.287336,0.0011,
10.21.22.253:38808,10.21.22.22,502,1,64,2,112,3,176,153808.291957,0.0011,
10.21.22.253:38808,10.21.22.24,80,1,64,1,58,2,122,153808.284117,0.0011,
10.21.22.253:38808,10.21.22.23,4848,1,64,1,58,2,122,153808.287255,0.0011,
10.25.22.252:58635,10.25.22.30,502,1,60,1,58,2,118,257738.647603,0.0012,
10.25.22.252:58635,10.25.22.30,34963,1,60,1,58,2,118,257738.653895,0.0012,
10.21.22.253:38808,10.21.22.23,102,1,64,1,58,2,122,153808.287775,0.0012,
10.21.22.253:38808,10.21.22.24,34964,1,64,1,58,2,122,153808.288433,0.0012,
10.21.22.253:38808,10.21.22.23,502,1,64,2,112,3,176,153808.292031,0.0012,
10.21.22.253:38808,10.21.22.22,34962,1,64,1,58,2,122,153808.294558,0.0012,
10.25.22.253:2360,10.25.22.58,445,3,182,3,182,6,364,1318871.157223,0.0012,
10.21.22.253:38808,10.21.22.23,1090,1,64,1,58,2,122,153808.293109,0.0012,
10.21.22.253:38808,10.21.22.23,443,1,64,1,58,2,122,153808.285264,0.0012,
10.21.22.253:38808,10.21.22.22,34964,1,64,1,58,2,122,153808.288726,0.0012,
10.25.22.252:58635,10.25.22.30,1089,1,60,1,58,2,118,257738.642824,0.0013,
10.21.22.253:38808,10.21.22.22,1090,1,64,1,58,2,122,153808.292932,0.0013,
10.21.22.253:38808,10.21.22.24,1090,1,64,1,58,2,122,153808.29339,0.0013,
10.21.22.22:44818,10.21.22.253,38808,1,58,1,64,2,122,153808.29233,0.0013,
10.21.22.253:38808,10.21.22.23,34964,1,64,1,58,2,122,153808.28826,0.0014,
10.25.22.252:58635,10.25.22.30,34964,1,60,1,58,2,118,257738.642854,0.0016,
10.25.22.252:58635,10.25.22.30,1090,1,60,1,58,2,118,257738.642883,0.0016,
10.21.22.10:32875,10.21.22.23,502,2,118,2,138,4,256,153861.405816,0.0019,
10.2.2.2:37255,10.22.11.9,80,5,849,5,791,10,1640,161880.692985,0.0034,
10.2.2.2:37256,10.22.11.9,80,6,630,6,1942,12,2572,161881.14401,0.0037,
10.25.22.252:58635,10.25.22.22,80,1,62,2,112,3,174,257738.646577,0.0042,
10.2.2.2:37234,10.22.11.9,80,6,4464,8,1175,14,5639,161819.978884,0.0047,
10.2.2.2:37199,10.22.11.9,80,6,4464,8,1105,14,5569,161752.666415,0.0047,
10.2.2.2:37233,10.22.11.9,80,6,4464,8,1168,14,5632,161819.948948,0.0047,
10.2.2.2:37232,10.22.11.9,80,6,4464,8,1161,14,5625,161819.918944,0.0048,
10.2.2.2:37231,10.22.11.9,80,6,4464,8,1154,14,5618,161819.888984,0.0048,
10.2.2.2:37200,10.22.11.9,80,6,4464,8,1099,14,5563,161752.726511,0.0048,
10.2.2.2:37198,10.22.11.9,80,6,4464,8,1105,14,5569,161752.616585,0.005,
10.2.2.2:37230,10.22.11.9,80,6,4464,8,1147,14,5611,161819.848912,0.0051,
10.2.2.2:37202,10.22.11.9,80,6,4464,8,1099,14,5563,161752.94644,0.0051,
10.2.2.2:37226,10.22.11.9,80,6,4464,8,1118,14,5582,161819.708885,0.0052,
10.2.2.2:37229,10.22.11.9,80,6,4464,8,1140,14,5604,161819.818891,0.0052,
10.2.2.2:37225,10.22.11.9,80,6,4464,8,1111,14,5575,161819.678899,0.0053,
10.2.2.2:37228,10.22.11.9,80,6,4464,8,1132,14,5596,161819.778933,0.0053,
10.2.2.2:37238,10.22.11.9,80,6,4464,8,1203,14,5667,161820.139703,0.0053,
10.2.2.2:37237,10.22.11.9,80,6,4464,8,1196,14,5660,161820.099695,0.0053,
10.2.2.2:37236,10.22.11.9,80,6,4464,8,1189,14,5653,161820.059699,0.0053,
10.2.2.2:37227,10.22.11.9,80,6,4464,8,1125,14,5589,161819.738899,0.0053,
10.2.2.2:37216,10.22.11.9,80,6,4464,8,1082,14,5546,161754.406496,0.0053,
10.2.2.2:37239,10.22.11.9,80,6,4464,8,1210,14,5674,161820.190045,0.0054,
10.2.2.2:37235,10.22.11.9,80,6,4464,8,1182,14,5646,161820.019748,0.0054,
10.2.2.2:37240,10.22.11.9,80,6,4464,8,1217,14,5681,161820.239695,0.0054,
10.2.2.2:37217,10.22.11.9,80,6,4464,8,1091,14,5555,161754.456619,0.0054,
10.2.2.2:37215,10.22.11.9,80,6,4464,8,1082,14,5546,161754.366513,0.0055,
10.2.2.2:37213,10.22.11.9,80,6,4464,8,1391,14,5855,161754.276654,0.0055,
10.2.2.2:37203,10.22.11.9,80,6,4464,8,1244,14,5708,161753.006882,0.0056,
10.2.2.2:37212,10.22.11.9,80,6,4464,8,1402,14,5866,161754.216979,0.006,
10.2.2.2:37221,10.22.11.9,80,6,4464,8,1083,14,5547,161817.249203,0.0061,
10.2.2.2:37207,10.22.11.9,80,6,4464,8,1145,14,5609,161753.426869,0.0061,
10.2.2.2:37205,10.22.11.9,80,6,4464,8,1151,14,5615,161753.246918,0.0061,
10.2.2.2:37214,10.22.11.9,80,6,4464,8,1473,14,5937,161754.316623,0.0062,
10.2.2.2:37206,10.22.11.9,80,6,4464,8,1284,14,5748,161753.347105,0.0065,
10.2.2.2:37210,10.22.11.9,80,6,4464,8,1249,14,5713,161754.016914,0.0067,
10.2.2.2:37257,10.22.11.9,80,5,561,5,829,10,1390,161881.172933,0.0075,
10.2.2.2:37223,10.22.11.9,80,6,4464,8,1097,14,5561,161819.619219,0.0076,
10.2.2.2:37190,10.22.11.9,80,8,10594,12,1349,20,11943,161749.327961,0.0086,
10.21.22.10:32905,10.21.22.23,502,6,372,8,514,14,886,153897.463386,0.0086,
10.2.2.2:37193,10.22.11.9,80,6,4406,7,1047,13,5453,161750.456679,0.0087,
10.2.2.2:37224,10.22.11.9,80,6,4464,8,1104,14,5568,161819.648924,0.0087,
10.2.2.2:37249,10.22.11.9,80,8,10651,12,1311,20,11962,161861.715174,0.009,
10.2.2.2:37252,10.22.11.9,80,8,10651,12,1311,20,11962,161875.54577,0.0095,
10.2.2.2:37246,10.22.11.9,80,8,10651,12,1311,20,11962,161848.274517,0.0098,
10.2.2.2:37258,10.22.11.9,80,5,666,5,798,10,1464,161889.053633,0.0098,
10.21.22.10:32907,10.21.22.23,502,10,608,12,742,22,1350,153898.794512,0.011,
10.21.22.10:32903,10.21.22.23,502,10,608,12,742,22,1350,153895.782138,0.0111,
10.21.22.10:32893,10.21.22.23,502,10,608,12,742,22,1350,153880.75714,0.0112,
10.2.2.2:37204,10.22.11.9,80,6,4464,8,1261,14,5725,161753.147022,0.0113,
10.21.22.10:32892,10.21.22.23,502,10,608,12,742,22,1350,153877.744314,0.0117,
10.2.2.2:37254,10.22.11.9,80,7,4472,8,2596,15,7068,161880.633569,0.0121,
10.21.22.10:32887,10.21.22.23,502,10,608,12,742,22,1350,153859.690073,0.0145,
10.2.2.2:37263,10.22.11.9,80,5,641,5,910,10,1551,161931.686105,0.0145,
10.21.22.10:32889,10.21.22.23,502,10,608,12,742,22,1350,153862.716395,0.0147,
10.2.2.2:37261,10.22.11.9,80,5,626,5,915,10,1541,161918.115342,0.0151,
10.2.2.2:37264,10.22.11.9,80,5,583,5,916,10,1499,161937.986401,0.0151,
10.25.22.252:58635,10.25.22.22,44818,1,62,2,112,3,174,257738.647952,0.0187,
10.2.2.2:37189,10.22.11.9,80,8,10652,12,1311,20,11963,161748.119743,0.0211,
10.2.2.2:37260,10.22.11.9,80,5,538,5,916,10,1454,161909.915012,0.0262,
10.2.2.2:37211,10.22.11.9,80,6,4464,8,1360,14,5824,161754.116921,0.0324,
10.25.22.252:50322,10.25.22.22,80,3,182,4,527,7,709,257811.286186,0.099,
10.2.2.2:37201,10.22.11.9,80,8,10488,12,1363,20,11851,161752.766503,0.105,
10.25.22.252:50364,10.25.22.22,80,5,530,6,641,11,1171,258058.525284,0.1458,
10.25.22.252:50306,10.25.22.22,80,5,1237,6,624,11,1861,257808.705266,0.1461,
10.2.2.2:37209,10.22.11.9,80,8,10488,12,1487,20,11975,161753.766969,0.1472,
10.2.2.2:37244,10.22.11.9,80,8,10651,12,1311,20,11962,161838.054106,0.1486,
10.2.2.2:37208,10.22.11.9,80,8,10488,12,1489,20,11977,161753.516876,0.1489,
10.25.22.252:50331,10.25.22.22,80,5,530,6,641,11,1171,257823.641348,0.1497,
10.25.22.252:50344,10.25.22.22,80,5,530,6,641,11,1171,257920.989876,0.1536,
10.25.22.252:50333,10.25.22.22,80,5,634,6,677,11,1311,257866.383368,0.1597,
10.25.22.252:50328,10.25.22.22,80,6,1673,7,685,13,2358,257823.030035,0.1611,
10.25.22.252:50327,10.25.22.22,80,5,634,6,677,11,1311,257820.481876,0.1612,
10.25.22.252:50361,10.25.22.22,80,7,1780,8,739,15,2519,258057.905251,0.1657,
10.25.22.252:50362,10.25.22.22,80,7,2821,8,736,15,3557,258058.143154,0.1677,
10.25.22.252:50341,10.25.22.22,80,6,1673,7,685,13,2358,257920.375392,0.1681,
10.25.22.252:50326,10.25.22.22,80,5,530,6,642,11,1172,257816.554956,0.1682,
10.25.22.252:50329,10.25.22.22,80,7,2821,8,736,15,3557,257823.254232,0.1689,
10.25.22.252:50342,10.25.22.22,80,7,2821,8,736,15,3557,257920.593059,0.1704,
10.25.22.252:50345,10.25.22.22,80,5,634,6,676,11,1310,257993.049375,0.1705,
10.25.22.252:50324,10.25.22.22,80,7,2821,8,737,15,3558,257815.899289,0.1719,
10.25.22.252:50355,10.25.22.22,80,5,634,6,928,11,1562,258030.412148,0.1872,
10.25.22.252:50354,10.25.22.22,80,5,634,6,928,11,1562,258028.123774,0.1876,
10.25.22.252:50351,10.25.22.22,80,5,634,6,928,11,1562,258017.031397,0.1881,
10.25.22.252:50338,10.25.22.22,80,5,634,6,922,11,1556,257906.442816,0.1891,
10.25.22.252:50359,10.25.22.22,80,5,634,6,928,11,1562,258043.319678,0.1922,
10.25.22.252:50350,10.25.22.22,80,5,634,6,928,11,1562,258012.238519,0.1931,
10.25.22.252:50356,10.25.22.22,80,5,634,6,928,11,1562,258033.157479,0.1938,
10.25.22.252:50353,10.25.22.22,80,5,634,6,928,11,1562,258023.077337,0.194,
10.25.22.252:50352,10.25.22.22,80,5,634,6,928,11,1562,258020.489245,0.1942,
10.25.22.252:50358,10.25.22.22,80,5,634,6,928,11,1562,258040.556936,0.1942,
10.25.22.252:50360,10.25.22.22,80,5,634,6,928,11,1562,258047.381377,0.2016,
10.25.22.252:50323,10.25.22.22,80,6,2357,7,727,13,3084,257815.627705,0.2034,
10.25.22.252:50357,10.25.22.22,80,5,634,6,928,11,1562,258036.014684,0.2045,
10.25.22.252:33632,10.25.22.30,80,14,2319,15,1319,29,3638,257749.9012,0.2087,
10.25.22.252:33643,10.25.22.30,80,14,2646,15,1344,29,3990,257770.589583,0.2215,
10.25.22.252:33631,10.25.22.30,80,14,1673,15,1272,29,2945,257747.114003,0.2232,
10.25.22.252:50334,10.25.22.22,80,6,694,6,922,12,1616,257870.18485,0.2256,
10.25.22.252:33630,10.25.22.30,80,14,2646,15,1277,29,3923,257746.854587,0.2265,
10.25.22.252:50349,10.25.22.22,80,5,634,6,928,11,1562,258008.90454,0.2271,
10.25.22.252:50337,10.25.22.22,80,5,634,6,930,11,1564,257901.916031,0.2279,
10.25.22.252:50339,10.25.22.22,80,5,634,6,930,11,1564,257913.803209,0.2285,
10.25.22.252:50347,10.25.22.22,80,5,634,6,928,11,1562,258003.189787,0.2299,
10.25.22.252:50346,10.25.22.22,80,5,634,6,928,11,1562,257999.889198,0.2305,
10.25.22.252:50307,10.25.22.22,80,7,3834,8,773,15,4607,257808.939935,0.2314,
10.25.22.252:50348,10.25.22.22,80,5,634,6,928,11,1562,258005.807154,0.2325,
10.25.22.252:50340,10.25.22.22,80,5,634,6,930,11,1564,257918.959507,0.2325,
10.25.22.252:33644,10.25.22.30,80,15,2708,16,1399,31,4107,257772.872947,0.2367,
10.25.22.252:33635,10.25.22.30,80,16,3935,17,1484,33,5419,257756.462986,0.2397,
10.25.22.252:33634,10.25.22.30,80,16,4066,17,1466,33,5532,257754.196501,0.2407,
10.25.22.252:33641,10.25.22.30,80,16,3935,17,1494,33,5429,257768.948505,0.2419,
10.25.22.252:33637,10.25.22.30,80,17,4001,18,1560,35,5561,257764.311177,0.2483,
10.25.22.252:33633,10.25.22.30,80,14,2646,15,1329,29,3975,257751.746945,0.2496,
10.25.22.252:33639,10.25.22.30,80,16,3935,17,1494,33,5429,257766.991332,0.2537,
10.25.22.252:50363,10.25.22.22,80,5,1246,6,610,11,1856,258058.143278,0.2956,
10.25.22.253:2355,10.16.11.5,110,12,1803,11,686,23,2489,1318674.420668,0.2958,
10.25.22.252:50330,10.25.22.22,80,5,1246,6,610,11,1856,257823.254422,0.2966,
10.25.22.253:2416,10.25.22.58,445,6,810,6,1021,12,1831,1318932.059312,0.3057,
10.25.22.253:2395,10.25.22.58,445,6,810,6,1021,12,1831,1318923.046682,0.3062,
10.2.2.2:37259,10.22.11.9,80,5,608,5,822,10,1430,161892.463899,0.3071,
10.25.22.252:50308,10.25.22.22,80,5,909,6,664,11,1573,257808.995888,0.3074,
10.25.22.252:50343,10.25.22.22,80,5,1246,6,610,11,1856,257920.593269,0.3101,
10.2.2.2:37192,10.22.11.9,80,6,4406,7,1021,13,5427,161750.096744,0.3153,
10.25.22.253:1800,82.103.134.102,80,8,5550,6,668,14,6218,149927.13308,0.3344,
10.25.22.253:1799,82.103.134.102,80,7,4286,6,658,13,4944,149927.132849,0.3413,
10.25.22.253:1797,82.103.134.102,80,9,7764,7,700,16,8464,149927.132324,0.3419,
10.25.22.252:37743,216.22.25.175,80,104,150339,67,4571,171,154910,257859.442912,0.3657,
10.25.22.253:1796,82.103.134.102,80,14,15010,10,848,24,15858,149926.856204,0.3675,
10.2.2.2:37197,10.22.11.9,80,6,4464,8,1067,14,5531,161752.176681,0.3787,
10.25.22.253:2381,10.25.22.58,445,6,810,6,1021,12,1831,1318917.12088,0.3916,
10.25.22.253:2386,10.25.22.58,445,6,810,6,1021,12,1831,1318919.167539,0.3949,
10.25.22.253:2382,10.25.22.58,445,6,810,6,1021,12,1831,1318917.527175,0.395,
10.25.22.253:2407,10.25.22.58,445,6,810,6,1021,12,1831,1318928.074075,0.4015,
10.25.22.253:2403,10.25.22.58,445,6,810,6,1021,12,1831,1318926.433532,0.4024,
10.25.22.253:2412,10.25.22.58,445,6,810,6,1021,12,1831,1318930.120321,0.4026,
10.25.22.253:2384,10.25.22.58,445,6,810,6,1021,12,1831,1318918.339488,0.4028,
10.25.22.253:2369,10.25.22.58,445,6,810,6,1021,12,1831,1318912.089263,0.4039,
10.25.22.253:2391,10.25.22.58,445,6,810,6,1021,12,1831,1318921.30797,0.4049,
10.25.22.253:2410,10.25.22.58,445,6,810,6,1021,12,1831,1318929.30877,0.4056,
